Country_Name,Sl.No.,Landmass,Zone,Area,Population,Language,Bars,Stripes,Colours,Red,Green,Blue,Gold,White,Black,Orange,Mainhue,Circles,Crosses,Saltires,Quarters,Sunstars,Crescent,Triangle,Icon,Animate,Text,Topleft,Botright,Religion
Afghanistan,1,5,1,648,16,10,0,3,5,1,1,0,1,1,1,0,3,0,0,0,0,1,0,0,1,0,0,2,3,2
Albania,2,3,1,29,3,6,0,0,3,1,0,0,1,0,1,0,4,0,0,0,0,1,0,0,0,1,0,4,4,6
Algeria,3,4,1,2388,20,8,2,0,3,1,1,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,3,1,2
American-Samoa,4,6,3,0,0,1,0,0,5,1,0,1,1,1,0,1,5,0,0,0,0,0,0,1,1,1,0,5,4,1
Andorra,5,3,1,0,0,6,3,0,3,1,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,4,0
Angola,6,4,2,1247,7,10,0,2,3,1,0,0,1,0,1,0,4,0,0,0,0,1,0,0,1,0,0,4,2,5
Anguilla,7,1,4,0,0,1,0,1,3,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,5,1
Antigua-Barbuda,8,1,4,0,0,1,0,1,5,1,0,1,1,1,1,0,4,0,0,0,0,1,0,1,0,0,0,2,4,1
Argentina,9,2,3,2777,28,2,0,3,2,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0
Argentine,10,2,3,2777,28,2,0,3,3,0,0,1,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,5,5,0
Australia,11,6,2,7690,15,1,0,0,3,1,0,1,0,1,0,0,5,0,1,1,1,6,0,0,0,0,0,1,5,1
Austria,12,3,1,84,8,4,0,3,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0
Bahamas,13,1,4,19,0,1,0,3,3,0,0,1,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,5,5,1
Bahrain,14,5,1,1,0,8,0,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,2
Bangladesh,15,5,1,143,90,6,0,0,2,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,3,2
Barbados,16,1,4,0,0,1,3,0,3,0,0,1,1,0,1,0,5,0,0,0,0,0,0,0,1,0,0,5,5,1
Belgium,17,3,1,31,10,6,3,0,3,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,2,4,0
Belize,18,1,4,23,0,1,0,2,8,1,1,1,1,1,1,1,5,1,0,0,0,0,0,0,1,1,1,4,4,1
Benin,19,4,1,113,3,3,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,3,5
Bermuda,20,1,4,0,0,1,0,0,6,1,1,1,1,1,1,0,4,1,1,1,1,0,0,0,1,1,0,1,4,1
Bhutan,21,5,1,47,1,10,0,0,4,1,0,0,0,1,1,1,6,4,0,0,0,0,0,0,0,1,0,6,4,3
Bolivia,22,2,3,1099,6,2,0,3,3,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0
Botswana,23,4,2,600,1,10,0,5,3,0,0,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,5,5,5
Brazil,24,2,3,8512,119,6,0,0,4,0,1,1,1,1,0,0,3,1,0,0,0,22,0,0,0,0,1,3,3,0
British-Virgin-Isles,25,1,4,0,0,1,0,0,6,1,1,1,1,1,0,1,5,0,1,1,1,0,0,0,1,1,1,1,5,1
Brunei,26,5,1,6,0,10,0,0,4,1,0,0,1,1,1,0,8,0,0,0,0,0,0,1,1,1,1,1,8,2
Bulgaria,27,3,1,111,9,5,0,3,5,1,1,1,1,1,0,0,4,0,0,0,0,1,0,0,1,1,0,1,4,6
Burkina,28,4,4,274,7,3,0,2,3,1,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,4,3,5
Burma,29,5,1,678,35,10,0,0,3,1,0,1,0,1,0,0,4,0,0,0,1,14,0,0,1,1,0,5,4,3
Burundi,30,4,2,28,4,10,0,0,3,1,1,0,0,1,0,0,4,1,0,1,0,3,0,0,0,0,0,1,1,5
Cameroon,31,4,1,474,8,3,3,0,3,1,1,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,3,8,1
Canada,32,1,4,9976,24,1,2,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,4,4,1
Cape-Verde-Islands,33,4,4,4,0,6,1,2,5,1,1,0,1,0,1,1,8,0,0,0,0,1,0,0,0,1,0,4,3,0
Cayman-Islands,34,1,4,0,0,1,0,0,6,1,1,1,1,1,0,1,5,1,1,1,1,4,0,0,1,1,1,1,5,1
Central-African-Republic,35,4,1,623,2,10,1,0,5,1,1,1,1,1,0,0,8,0,0,0,0,1,0,0,0,0,0,5,8,5
Chad,36,4,1,1284,4,3,3,0,3,1,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,4,5
Chile,37,2,3,757,11,2,0,2,3,1,0,1,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,5,4,0
China,38,5,1,9561,1008,7,0,0,2,1,0,0,1,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,4,6
Colombia,39,2,4,1139,28,2,0,3,3,1,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,4,0
Comorro-Islands,40,4,2,2,0,3,0,0,2,0,1,0,0,1,0,0,3,0,0,0,0,4,1,0,0,0,0,3,3,2
Congo,41,4,2,342,2,10,0,0,3,1,1,0,1,0,0,0,4,0,0,0,0,1,0,0,1,1,0,4,4,5
Cook-Islands,42,6,3,0,0,1,0,0,4,1,0,1,0,1,0,0,5,1,1,1,1,15,0,0,0,0,0,1,5,1
Costa-Rica,43,1,4,51,2,2,0,5,3,1,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0
Cuba,44,1,4,115,10,2,0,5,3,1,0,1,0,1,0,0,5,0,0,0,0,1,0,1,0,0,0,5,5,6
Cyprus,45,3,1,9,1,6,0,0,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
Czechoslovakia,46,3,1,128,15,5,0,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,6
Denmark,47,3,1,43,5,6,0,0,2,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,4,4,1
Djibouti,48,4,1,22,0,3,0,0,4,1,1,1,0,1,0,0,5,0,0,0,0,1,0,1,0,0,0,1,3,2
Dominica,49,1,4,0,0,1,0,0,6,1,1,1,1,1,1,0,3,1,0,0,0,10,0,0,0,1,0,3,3,1
Dominican-Republic,50,1,4,49,6,2,0,0,3,1,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,5,5,0
Ecuador,51,2,3,284,8,2,0,3,3,1,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,4,0
Egypt,52,4,1,1001,47,8,0,3,4,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,4,2,2
El-Salvador,53,1,4,21,5,2,0,3,2,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0
Equatorial-Guinea,54,4,1,28,0,10,0,3,4,1,1,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,3,4,5
Ethiopia,55,4,1,1222,31,10,0,3,3,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,1
Faeroes,56,3,4,1,0,6,0,0,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
Falklands-Malvinas,57,2,3,12,0,1,0,0,6,1,1,1,1,1,0,0,5,1,1,1,1,0,0,0,1,1,1,1,5,1
Fiji,58,6,2,18,1,1,0,0,7,1,1,1,1,1,0,1,5,0,2,1,1,0,0,0,1,1,0,1,5,1
Finland,59,3,1,337,5,9,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
France,60,3,1,547,54,3,3,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0
French-Guiana,61,2,4,91,0,3,3,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0
French-Polynesia,62,6,3,4,0,3,0,3,5,1,0,1,1,1,1,0,4,1,0,0,0,1,0,0,1,0,0,4,4,0
Gabon,63,4,2,268,1,10,0,3,3,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,5
Gambia,64,4,4,10,1,1,0,5,4,1,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,5
Germany-DDR,65,3,1,108,17,4,0,3,3,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0,1,0,0,2,8,6
Germany-FRG,66,3,1,249,61,4,0,3,3,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,8,1
Ghana,67,4,4,239,14,1,0,3,4,1,1,0,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,4,3,5
Gibraltar,68,3,4,0,0,1,0,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,1
Greece,69,3,1,132,10,6,0,9,2,0,0,1,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,5,5,1
Greenland,70,1,4,2176,0,6,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1
Grenada,71,1,4,0,0,1,0,0,3,1,1,0,1,0,0,0,8,1,0,0,0,7,0,1,0,1,0,4,4,1
Guam,72,6,1,0,0,1,0,0,7,1,1,1,1,1,0,1,5,0,0,0,0,0,0,0,1,1,1,4,4,1
Guatemala,73,1,4,109,8,2,3,0,2,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0
Guinea,74,4,4,246,6,3,3,0,3,1,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,2
Guinea-Bissau,75,4,4,36,1,6,1,2,4,1,1,0,1,0,1,0,8,0,0,0,0,1,0,0,0,0,0,4,3,5
Guyana,76,2,4,215,1,1,0,0,5,1,1,0,1,1,1,0,3,0,0,0,0,0,0,1,0,0,0,2,3,4
Haiti,77,1,4,28,6,3,2,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0
Honduras,78,1,4,112,4,2,0,3,2,0,0,1,0,1,0,0,5,0,0,0,0,5,0,0,0,0,0,5,5,0
Hong-Kong,79,5,1,1,5,7,0,0,6,1,1,1,1,1,0,1,5,1,1,1,1,0,0,0,1,1,1,1,5,3
Hungary,80,3,1,93,11,9,0,3,3,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,6
Iceland,81,3,4,103,0,6,0,0,3,1,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,5,5,1
India,82,5,1,3268,684,6,0,3,4,0,1,1,0,1,0,1,6,1,0,0,0,0,0,0,1,0,0,6,3,4
Indonesia,83,6,2,1904,157,10,0,2,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,2
Iran,84,5,1,1648,39,6,0,3,3,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,1,3,4,2
Iraq,85,5,1,435,14,8,0,3,4,1,1,0,0,1,1,0,4,0,0,0,0,3,0,0,0,0,0,4,2,2
Ireland,86,3,4,70,3,1,3,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0
Israel,87,5,1,21,4,10,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5,5,7
Italy,88,3,1,301,57,6,3,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0
Ivory-Coast,89,4,4,323,7,3,3,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,5
Jamaica,90,1,4,11,2,1,0,0,3,0,1,0,1,0,1,0,3,0,0,1,0,0,0,1,0,0,0,8,8,1
Japan,91,5,1,372,118,9,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,7
Jordan,92,5,1,98,2,8,0,3,4,1,1,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,2,3,2
Kampuchea,93,5,1,181,6,10,0,0,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,4,4,3
Kenya,94,4,1,583,17,10,0,5,4,1,1,0,0,1,1,0,4,1,0,0,0,0,0,0,1,0,0,2,3,5
Kiribati,95,6,1,0,0,1,0,0,4,1,0,1,1,1,0,0,4,0,0,0,0,1,0,0,1,1,0,4,5,1
Kuwait,96,5,1,18,2,8,0,3,4,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,3,4,2
Laos,97,5,1,236,3,10,0,3,3,1,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,4,4,6
Lebanon,98,5,1,10,3,8,0,2,4,1,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,4,4,2
Lesotho,99,4,2,30,1,10,2,0,4,1,1,1,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,3,5,5
Liberia,100,4,4,111,1,10,0,11,3,1,0,1,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,5,4,5
Libya,101,4,1,1760,3,8,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,2
Liechtenstein,102,3,1,0,0,4,0,2,3,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,5,4,0
Luxembourg,103,3,1,3,0,4,0,3,3,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0
Malagasy,104,4,2,587,9,10,1,2,3,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,1
Malawi,105,4,2,118,6,10,0,3,3,1,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,2,3,5
Malaysia,106,5,1,333,13,10,0,14,4,1,0,1,1,1,0,0,4,0,0,0,1,1,1,0,0,0,0,5,1,2
Maldive-Islands,107,5,1,0,0,10,0,0,3,1,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,4,4,2
Mali,108,4,4,1240,7,3,3,0,3,1,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,2
Malta,109,3,1,0,0,10,2,0,3,1,0,0,0,1,1,0,4,0,1,0,0,0,0,0,1,0,0,1,4,0
Marianas,110,6,1,0,0,10,0,0,3,0,0,1,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,5,5,1
Mauritania,111,4,4,1031,2,8,0,0,2,0,1,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,2
Mauritius,112,4,2,2,1,1,0,4,4,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,4
Mexico,113,1,4,1973,77,2,3,0,4,1,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,3,4,0
Micronesia,114,6,1,1,0,10,0,0,2,0,0,1,0,1,0,0,5,0,0,0,0,4,0,0,0,0,0,5,5,1
Monaco,115,3,1,0,0,3,0,2,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0
Mongolia,116,5,1,1566,2,10,3,0,3,1,0,1,1,0,0,0,4,2,0,0,0,1,1,1,1,0,0,4,4,6
Montserrat,117,1,4,0,0,1,0,0,7,1,1,1,1,1,1,0,5,0,2,1,1,0,0,0,1,1,0,1,5,1
Morocco,118,4,4,447,20,8,0,0,2,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,4,4,2
Mozambique,119,4,2,783,12,10,0,5,5,1,1,0,1,1,1,0,8,0,0,0,0,1,0,1,1,0,0,3,8,5
Nauru,120,6,2,0,0,10,0,3,3,0,0,1,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,5,5,1
Nepal,121,5,1,140,16,10,0,0,3,0,0,1,0,1,0,1,7,0,0,0,0,2,1,0,0,0,0,5,5,4
Netherlands,122,3,1,41,14,6,0,3,3,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,1
Netherlands-Antilles,123,1,4,0,0,6,0,1,3,1,0,1,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,1,1,1
New-Zealand,124,6,2,268,2,1,0,0,3,1,0,1,0,1,0,0,5,0,1,1,1,4,0,0,0,0,0,1,5,1
Nicaragua,125,1,4,128,3,2,0,3,2,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0
Niger,126,4,1,1267,5,3,0,3,3,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,6,3,2
Nigeria,127,4,1,925,56,10,3,0,2,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,2
Niue,128,6,3,0,0,1,0,0,4,1,0,1,1,1,0,0,8,1,1,1,1,5,0,0,0,0,0,1,8,1
North-Korea,129,5,1,121,18,10,0,5,3,1,0,1,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,5,5,6
North-Yemen,130,5,1,195,9,8,0,3,4,1,1,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,4,2,2
Norway,131,3,1,324,4,6,0,0,3,1,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,4,4,1
Oman,132,5,1,212,1,8,0,2,3,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,4,3,2
Pakistan,133,5,1,804,84,6,1,0,2,0,1,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,1,3,2
Panama,134,2,4,76,2,2,0,0,3,1,0,1,0,1,0,0,4,0,0,0,4,2,0,0,0,0,0,1,1,0
Papua-New-Guinea,135,6,2,463,3,1,0,0,4,1,0,0,1,1,1,0,2,0,0,0,0,5,0,1,0,1,0,4,2,5
Parguay,136,2,3,407,3,2,0,3,6,1,1,1,1,1,1,0,4,1,0,0,0,1,0,0,1,1,1,4,5,0
Peru,137,2,3,1285,14,2,3,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0
Philippines,138,6,1,300,48,10,0,0,4,1,0,1,1,1,0,0,5,0,0,0,0,4,0,1,0,0,0,5,4,0
Poland,139,3,1,313,36,5,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,6
Portugal,140,3,4,92,10,6,0,0,5,1,1,1,1,1,0,0,4,1,0,0,0,0,0,0,1,0,0,3,4,0
Puerto-Rico,141,1,4,9,3,2,0,5,3,1,0,1,0,1,0,0,4,0,0,0,0,1,0,1,0,0,0,4,4,0
Qatar,142,5,1,11,0,8,0,0,2,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,7,2
Romania,143,3,1,237,22,6,3,0,7,1,1,1,1,1,0,1,4,0,0,0,0,2,0,0,1,1,1,5,4,6
Rwanda,144,4,2,26,5,10,3,0,4,1,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,4,3,5
San-Marino,145,3,1,0,0,6,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0
Sao-Tome,146,4,1,0,0,6,0,3,4,1,1,0,1,0,1,0,3,0,0,0,0,2,0,1,0,0,0,3,3,0
Saudi-Arabia,147,5,1,2150,9,8,0,0,2,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,3,3,2
Senegal,148,4,4,196,6,3,3,0,3,1,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,4,2
Seychelles,149,4,2,0,0,1,0,0,3,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,1
Sierra-Leone,150,4,4,72,3,1,0,3,3,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,5
Singapore,151,5,1,1,3,7,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,5,1,0,0,0,0,4,1,3
Soloman-Islands,152,6,2,30,0,1,0,0,4,0,1,1,1,1,0,0,3,0,0,0,0,5,0,1,0,0,0,5,3,1
Somalia,153,4,1,637,5,10,0,0,2,0,0,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,5,5,2
South-Africa,154,4,2,1221,29,6,0,3,5,1,1,1,0,1,0,1,6,0,1,1,0,0,0,0,0,0,0,6,5,1
South-Korea,155,5,1,99,39,10,0,0,4,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,7
South-Yemen,156,5,1,288,2,8,0,3,4,1,0,1,0,1,1,0,4,0,0,0,0,1,0,1,0,0,0,4,2,2
Spain,157,3,4,505,38,2,0,3,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0
Sri-Lanka,158,5,1,66,15,10,2,0,4,0,1,0,1,0,0,1,8,0,0,0,0,0,0,0,1,1,0,8,8,3
St-Helena,159,4,3,0,0,1,0,0,7,1,1,1,1,1,0,1,5,0,1,1,1,0,0,0,1,0,0,1,5,1
St-Kitts-Nevis,160,1,4,0,0,1,0,0,5,1,1,0,1,1,1,0,3,0,0,0,0,2,0,1,0,0,0,3,4,1
St-Lucia,161,1,4,0,0,1,0,0,4,0,0,1,1,1,1,0,5,0,0,0,0,0,0,1,0,0,0,5,5,1
St-Vincent,162,1,4,0,0,1,5,0,4,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,1,5,3,1
Sudan,163,4,1,2506,20,8,0,3,4,1,1,0,0,1,1,0,4,0,0,0,0,0,0,1,0,0,0,4,2,2
Surinam,164,2,4,63,0,6,0,5,4,1,1,0,1,1,0,0,4,0,0,0,0,1,0,0,0,0,0,3,3,1
Swaziland,165,4,2,17,1,10,0,5,7,1,0,1,1,1,1,1,5,0,0,0,0,0,0,0,1,0,0,5,5,1
Sweden,166,3,1,450,8,6,0,0,2,0,0,1,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,5,1
Switzerland,167,3,1,41,6,4,0,0,2,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,4,4,1
Syria,168,5,1,185,10,8,0,3,4,1,1,0,0,1,1,0,4,0,0,0,0,2,0,0,0,0,0,4,2,2
Taiwan,169,5,1,36,18,7,0,0,3,1,0,1,0,1,0,0,4,1,0,0,1,1,0,0,0,0,0,5,4,3
Tanzania,170,4,2,945,18,10,0,0,4,0,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,5,5
Thailand,171,5,1,514,49,10,0,5,3,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,3
Togo,172,4,1,57,2,3,0,5,4,1,1,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,4,3,7
Tonga,173,6,2,1,0,10,0,0,2,1,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,4,1
Trinidad-Tobago,174,2,4,5,1,1,0,0,3,1,0,0,0,1,1,0,4,0,0,0,0,0,0,1,0,0,0,1,1,1
Tunisia,175,4,1,164,7,8,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,1,1,0,0,0,0,4,4,2
Turkey,176,5,1,781,45,9,0,0,2,1,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0,4,4,2
Turks-Cocos-Islands,177,1,4,0,0,1,0,0,6,1,1,1,1,1,0,1,5,0,1,1,1,0,0,0,1,1,0,1,5,1
Tuvalu,178,6,2,0,0,1,0,0,5,1,0,1,1,1,0,0,5,0,1,1,1,9,0,0,0,0,0,1,5,1
UAE,179,5,1,84,1,8,1,3,4,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,4,2,2
Uganda,180,4,1,236,13,10,0,6,5,1,0,0,1,1,1,0,8,1,0,0,0,0,0,0,0,1,0,2,4,5
UK,181,3,4,245,56,1,0,0,3,1,0,1,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,1,4,1
Uruguay,182,2,3,178,3,2,0,9,3,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
US-Virgin-Isles,183,1,4,0,0,1,0,0,6,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
USA,184,1,4,9363,231,1,0,13,3,1,0,1,0,1,0,0,1,0,0,0,1,50,0,0,0,0,0,5,4,1
USSR,185,5,1,22402,274,5,0,0,2,1,0,0,1,0,0,0,4,0,0,0,0,1,0,0,1,0,0,4,4,6
Vanuatu,186,6,2,15,0,6,0,0,4,1,1,0,1,0,1,0,4,0,0,0,0,0,0,1,0,1,0,2,3,1
Vatican-City,187,3,1,0,0,6,2,0,4,1,0,0,1,1,1,0,8,0,0,0,0,0,0,0,1,0,0,8,1,0
Venezuela,188,2,4,912,15,2,0,3,7,1,1,1,1,1,1,1,4,0,0,0,0,7,0,0,1,1,0,8,4,0
Vietnam,189,5,1,333,60,10,0,0,2,1,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,4,4,6
Western-Samoa,190,6,3,3,0,1,0,0,3,1,0,1,0,1,0,0,4,0,0,0,1,5,0,0,0,0,0,5,4,1
Yugoslavia,191,3,1,256,22,6,0,3,4,1,0,1,1,1,0,0,4,0,0,0,0,1,0,0,0,0,0,5,4,6
Zaire,192,4,2,905,28,10,0,0,4,1,1,0,1,0,0,1,3,1,0,0,0,0,0,0,1,1,0,3,3,5
Zambia,193,4,2,753,6,10,3,0,4,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,3,7,5
Zimbabwe,194,4,2,391,8,10,0,7,5,1,1,0,1,1,1,0,3,0,0,0,0,1,0,1,1,1,0,3,3,5
